Majority protein IDs	Protein names	Gene names	L3_4 old L OAF	L3_4 old A OAF	L3_4 old P OAF	L3_4 old R OAF	L3_4 old L IAF	L3_4 old R IAF	L3_4 old L IAF_NP	L3_4 old A IAF_NP	L3_4 old P IAF_NP	L3_4 old R IAF_NP	L3_4 old NP	L3_4 Young L OAF	L3_4 young A OAF	L3_4 young P OAF	L3_4 young R OAF	L3_4 young L IAF	L3_4 young R IAF	L3_4 young L IAF_NP	L3_4 young A IAF_NP	L3_4 young P IAF_NP	L3_4 young R IAF_NP	L3_4 young NP	L4_5 old L OAF	L4_5 old A OAF	L4_5 old P OAF	L4_5 old R OAF	L4_5 old L IAF	L4_5 old R IAF	L4_5 old L IAF_NP	L4_5 old A IAF_NP	L4_5 old P IAF_NP	L4_5 old R IAF_NP	L4_5 old NP	L4_5 young L OAF	L4_5 young A OAF	L4_5 young P OAF	L4_5 young R OAF	L4_5 young L IAF	L4_5 young R IAF	L4_5 young L IAF_NP	L4_5 young A IAF_NP	L4_5 young P IAF_NP	L4_5 young R IAF_NP	L4_5 young NP	L5_S1 old L OAF	L5_S1 old A OAF	L5_S1 old P OAF	L5_S1 old R OAF	L5_S1 old L IAF	L5_S1 old R IAF	L5_S1 old L IAF_NP	L5_S1 old A IAF_NP	L5_S1 old P IAF_NP	L5_S1 old R IAF_NP	L5_S1 old NP	L5_S1 young L OAF	L5_S1 young A OAF	L5_S1 young P OAF	L5_S1 young R OAF	L5_S1 young L IAF	L5_S1 young R IAF	L5_S1 young L IAF_NP	L5_S1 young A IAF_NP	L5_S1 young P IAF_NP	L5_S1 young R IAF_NP	L5_S1 young NP
P60228	Eukaryotic translation initiation factor 3 subunit E	EIF3E	23.7505	23.8207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O00303	Eukaryotic translation initiation factor 3 subunit F	EIF3F	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O75821	Eukaryotic translation initiation factor 3 subunit G	EIF3G	25.0164	24.4957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.9767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O15372	Eukaryotic translation initiation factor 3 subunit H	EIF3H	NaN	24.4379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q13347	Eukaryotic translation initiation factor 3 subunit I	EIF3I	24.2588	24.5786	NaN	24.784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O75822	Eukaryotic translation initiation factor 3 subunit J	EIF3J	24.7673	25.2713	NaN	25.1509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.6943	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9UBQ5	Eukaryotic translation initiation factor 3 subunit K	EIF3K	NaN	NaN	NaN	23.4977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9Y262	Eukaryotic translation initiation factor 3 subunit L	EIF3L	NaN	24.4524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.3617	NaN	24.1934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q7L2H7	Eukaryotic translation initiation factor 3 subunit M	EIF3M	24.4288	24.7452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P60842	Eukaryotic initiation factor 4A-I	EIF4A1	26.9191	27.2008	25.7582	26.2114	23.4927	23.8953	NaN	NaN	NaN	NaN	NaN	25.6361	25.4385	26.1575	24.8589	24.7418	24.717	24.6098	NaN	NaN	NaN	NaN	25.1343	NaN	25.7986	NaN	23.9626	NaN	NaN	NaN	NaN	NaN	NaN	26.017	NaN	24.9886	NaN	24.7288	NaN	NaN	NaN	NaN	NaN	NaN	23.6476	25.5682	NaN	25.4228	NaN	NaN	NaN	NaN	25.3399	NaN	NaN	26.1129	26.0352	25.1865	25.722	NaN	NaN	23.7862	NaN	NaN	NaN	NaN
Q14240	Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed	EIF4A2	NaN	24.458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.9405	24.9627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.5164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P38919	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	23.4928	24.374	24.1308	24.8662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P23588	Eukaryotic translation initiation factor 4B	EIF4B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P06730	Eukaryotic translation initiation factor 4E	EIF4E	25.2446	24.8313	NaN	23.7147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.3953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O60573	Eukaryotic translation initiation factor 4E type 2	EIF4E2	NaN	20.9797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q04637	Eukaryotic translation initiation factor 4 gamma 1	EIF4G1	23.3712	24.8604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.2781	NaN	26.0051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P78344	Eukaryotic translation initiation factor 4 gamma 2	EIF4G2	NaN	22.2254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15056	Eukaryotic translation initiation factor 4H	EIF4H	25.912	26.0136	NaN	27.5043	26.7056	NaN	NaN	NaN	NaN	NaN	NaN	27.2364	27.8848	NaN	NaN	NaN	NaN	28.6595	NaN	NaN	NaN	27.9912	25.9322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.5828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.0982	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.2882	28.8953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P55010	Eukaryotic translation initiation factor 5	EIF5	26.1476	26.526	NaN	25.6547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.1762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.3385	NaN	NaN	26.5303	NaN	NaN	NaN	NaN	24.8254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P63241;Q6IS14	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like	EIF5A;EIF5AL1	28.4124	28.1153	25.1379	27.7419	NaN	24.3322	NaN	NaN	NaN	NaN	NaN	23.3639	26.6955	25.1088	27.1014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.5546	25.4576	NaN	NaN	24.7891	NaN	23.9586	NaN	25.0137	NaN	NaN	26.1344	26.0253	NaN	26.9013	NaN	26.1993	25.1685	NaN	24.7224	NaN	NaN	25.6145	NaN	26.2037	27.8327	23.7207	NaN	NaN	NaN	NaN	NaN	NaN	27.1308	25.4331	25.6471	26.7519	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O60841	Eukaryotic translation initiation factor 5B	EIF5B	22.2185	23.0744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P56537	Eukaryotic translation initiation factor 6	EIF6	26.1558	26.2269	NaN	26.1267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08246	Neutrophil elastase	ELANE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15717	ELAV-like protein 1	ELAVL1	24.6018	24.9221	NaN	25.8292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.4562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P15502	Elastin	ELN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.3516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9NPA0	ER membrane protein complex subunit 7	EMC7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.2654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P50402	Emerin	EMD	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.3916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9Y6C2	EMILIN-1	EMILIN1	29.411	29.3115	28.97	29.2486	29.1923	29.0569	29.2821	29.4293	29.4552	29.5571	28.9609	29.6426	29.8451	30.1153	30.3476	30.6596	30.8246	30.7881	31.4344	30.536	30.7015	31.4639	29.587	30.1688	29.5745	30.6343	30.4536	30.6032	29.1618	29.9655	28.7665	30.033	29.6261	29.874	30.2412	30.8473	30.3933	30.6767	30.9078	31.632	31.1848	31.1128	31.3322	30.3958	30.364	30.4214	30.1488	29.4196	29.9665	30.5378	29.9027	30.8932	30.2287	30.9712	30.4155	29.3098	29.686	30.1782	30.9073	30.5567	31.1202	31.5747	31.4918	31.7626	32.0802	31.3096
Q9BXX0	EMILIN-2	EMILIN2	24.791	24.3002	25.5015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9NT22	EMILIN-3	EMILIN3	26.0211	24.9453	25.1168	24.9681	28.2911	27.3681	26.6974	NaN	25.6468	23.7281	NaN	29.4695	29.217	30.7247	29.7754	29.9691	30.9096	30.2429	30.7371	30.181	30.2232	29.8007	28.9741	28.9339	27.2365	30.9729	29.1844	29.7467	24.378	26.5766	NaN	28.7527	NaN	29.1677	30.2193	30.2397	29.5731	30.7264	31.1769	30.4164	31.0353	30.5826	30.7573	30.3335	29.9864	29.881	24.526	26.5572	29.206	28.9286	27.1309	29.2677	27.5128	26.6939	26.1849	27.9148	28.1933	28.9006	29.7277	30.1047	29.6365	29.9406	30.9884	30.6397	30.7036	30.6884
O00423	Echinoderm microtubule-associated protein-like 1	EML1	23.6618	24.6112	NaN	23.721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O95834	Echinoderm microtubule-associated protein-like 2	EML2	23.8714	24.0537	NaN	24.7327	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.8484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q32P44	Echinoderm microtubule-associated protein-like 3	EML3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.5707	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9HC35	Echinoderm microtubule-associated protein-like 4	EML4	NaN	NaN	NaN	21.5031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8N8S7	Protein enabled homolog	ENAH	24.4297	24.927	NaN	24.2254	23.3885	NaN	NaN	NaN	NaN	24.4026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.5117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O94919	Endonuclease domain-containing 1 protein	ENDOD1	25.1742	24.7686	NaN	25.806	NaN	24.4078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.3831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.2469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P17813	Endoglin	ENG	24.2574	24.5356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P06733	Alpha-enolase	ENO1	33.3847	33.2423	32.6025	33.7014	32.445	32.4489	31.3368	32.3314	31.6064	31.8066	31.1211	32.8765	33.1867	33.6051	33.579	33.1307	33.1366	33.5906	32.8051	33.319	33.0861	33.7907	33.2179	33.4035	33.1734	32.7276	32.8153	33.0033	31.3925	31.929	31.6338	31.9196	31.5044	33.4598	33.5458	33.7317	33.5452	33.2186	32.917	32.6236	32.7375	33.0962	32.9284	32.3364	33.7959	33.5084	33.4706	33.668	33.1897	32.6104	32.8407	32.9643	32.3887	32.69	32.5864	33.1936	33.1219	33.4728	33.477	33.3247	32.8555	32.7702	33.0188	33.0034	33.1074	32.8015
P09104	Gamma-enolase	ENO2	26.7429	27.943	28.2142	26.9743	27.4121	27.5554	26.4089	27.2426	27.4633	27.7713	26.9487	27.9432	28.2005	28.9625	28.2834	28.0784	27.8434	27.9052	26.765	27.649	NaN	27.3231	27.8921	28.052	27.8196	27.4916	27.4053	28.2008	27.1758	26.637	27.2638	27.78	27.3444	27.3948	27.3522	28.4878	27.2996	27.7928	26.4274	27.0845	27.4626	27.7637	27.6826	NaN	29.317	28.5506	29.019	27.8024	28.2137	26.7336	26.9739	28.3684	27.8168	26.4906	28.1636	27.962	27.5301	28.5957	28.4479	27.5803	NaN	25.2125	27.8986	26.247	26.7069	26.235
P13929	Beta-enolase	ENO3	31.9453	26.4809	NaN	33.0071	25.9736	NaN	21.7791	NaN	NaN	NaN	NaN	26.9367	28.5409	28.1204	31.9913	27.9759	28.901	28.5792	29.9552	27.5549	27.6628	27.4476	NaN	NaN	22.5026	25.9846	22.8885	NaN	NaN	NaN	NaN	NaN	NaN	29.763	25.7972	NaN	30.8309	28.7167	26.995	27.5319	23.7185	27.9417	NaN	22.922	NaN	NaN	NaN	NaN	22.7974	NaN	NaN	NaN	NaN	NaN	NaN	29.722	27.5745	NaN	30.984	24.0778	23.2867	22.0047	NaN	25.9494	24.658	26.868
Q9UHY7	Enolase-phosphatase E1	ENOPH1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P22413	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase	ENPP1	25.5779	25.4672	26.4756	23.3095	25.7687	NaN	NaN	NaN	NaN	NaN	NaN	26.4285	27.1339	27.0146	27.8012	26.8667	26.1904	NaN	NaN	26.2911	25.2599	26.1953	26.0244	25.8226	26.3845	NaN	25.5626	NaN	NaN	NaN	NaN	NaN	NaN	26.8363	28.1461	NaN	26.0275	26.6694	27.0506	24.6224	NaN	NaN	NaN	25.5086	26.8975	25.3251	26.7867	25.702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.6893	25.9197	26.2448	26.5428	25.9049	NaN	NaN	26.4822	NaN	NaN	NaN
Q13822	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	ENPP2	26.2659	27.6048	NaN	25.5597	27.3205	27.0281	26.4083	25.8782	24.0705	26.7115	26.5535	27.8914	28.4748	28.3244	26.7057	29.9024	30.662	30.2922	30.4126	30.0746	29.8851	30.8442	25.4885	25.305	NaN	NaN	27.1059	NaN	25.7152	23.5949	24.0032	24.5558	26.1742	NaN	29.1559	26.2634	24.3895	28.8274	27.9012	28.7676	30.0624	28.4318	28.7395	28.8536	26.3037	26.1936	26.2533	25.4022	25.2256	26.5178	25.9812	27.1893	27.4598	25.549	28.506	27.7422	29.4206	30.0333	30.1464	29.4989	29.9691	30.4395	31.2877	30.8834	30.8397	30.9781
